Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Paraparaumu Aero,3145,E04991,-40.907,174.984,5,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.


Statistics codes in this query are:
Code,Description,Units
00,Total Rainfall,Mm
02,Mean Air Temperature,Celsius
09,Total Sunshine,Hours
Note: Statistics calculations are based on Local Time.
DAY OF EXTR gives the Local-Time day for a Monthly Extreme.
Stats: Monthly
Station,Mon-YYYY(local),Stat Code,Stat Value ,Day of Extr,
Paraparaumu Aero,Feb-1998,00,46.0,-,
Paraparaumu Aero,Feb-1998,02,19.4,-,
Paraparaumu Aero,Feb-1998,09,158.4,-,
Paraparaumu Aero,Mar-1998,00,24.3,-,
Paraparaumu Aero,Mar-1998,02,17.8,-,
Paraparaumu Aero,Mar-1998,09,217.1,-,
Paraparaumu Aero,Apr-1998,00,59.1,-,
Paraparaumu Aero,Apr-1998,02,14.2,-,
Paraparaumu Aero,Apr-1998,09,174.0,-,
Paraparaumu Aero,May-1998,00,86.5,-,
Paraparaumu Aero,May-1998,02,12.4,-,
Paraparaumu Aero,May-1998,09,134.2,-,
Paraparaumu Aero,Jun-1998,00,149.3,-,
Paraparaumu Aero,Jun-1998,02,9.6,-,
Paraparaumu Aero,Jun-1998,09,72.1,-,
Paraparaumu Aero,Jul-1998,00,227.0,-,
Paraparaumu Aero,Jul-1998,02,10.8,-,
Paraparaumu Aero,Jul-1998,09,92.9,-,
Paraparaumu Aero,Aug-1998,00,40.7,-,
Paraparaumu Aero,Aug-1998,02,9.6,-,
Paraparaumu Aero,Aug-1998,09,144.4,-,
Paraparaumu Aero,Sep-1998,00,85.6,-,
Paraparaumu Aero,Sep-1998,02,11.8,-,
Paraparaumu Aero,Sep-1998,09,161.1,-,
Paraparaumu Aero,Oct-1998,00,350.5,-,
Paraparaumu Aero,Oct-1998,02,13.9,-,
Paraparaumu Aero,Oct-1998,09,167.7,-,
Paraparaumu Aero,Nov-1998,00,73.6,-,
Paraparaumu Aero,Nov-1998,02,13.9,-,
Paraparaumu Aero,Nov-1998,09,261.2,-,
Paraparaumu Aero,Dec-1998,00,38.1,-,
Paraparaumu Aero,Dec-1998,02,16.3,-,
Paraparaumu Aero,Dec-1998,09,232.5,-,
Paraparaumu Aero,Jan-1999,00,90.8,-,
Paraparaumu Aero,Jan-1999,02,18.7,-,
Paraparaumu Aero,Jan-1999,09,277.2,-,
Paraparaumu Aero,Feb-1999,00,29.6,-,
Paraparaumu Aero,Feb-1999,02,17.2,-,
Paraparaumu Aero,Feb-1999,09,226.2,-,
Paraparaumu Aero,Mar-1999,00,68.2,-,
Paraparaumu Aero,Mar-1999,02,18.0,-,
Paraparaumu Aero,Mar-1999,09,204.9,-,
Paraparaumu Aero,Apr-1999,00,30.8,-,
Paraparaumu Aero,Apr-1999,02,14.1,-,
Paraparaumu Aero,Apr-1999,09,203.2,-,
Paraparaumu Aero,May-1999,00,166.9,-,
Paraparaumu Aero,May-1999,02,13.0,-,
Paraparaumu Aero,May-1999,09,114.9,-,
Paraparaumu Aero,Jun-1999,00,34.1,-,
Paraparaumu Aero,Jun-1999,02,10.0,-,
Paraparaumu Aero,Jun-1999,09,128.6,-,
Paraparaumu Aero,Jul-1999,00,68.6,-,
Paraparaumu Aero,Jul-1999,02,9.9,-,
Paraparaumu Aero,Jul-1999,09,110.5,-,
Paraparaumu Aero,Aug-1999,00,71.5,-,
Paraparaumu Aero,Aug-1999,02,9.0,-,
Paraparaumu Aero,Aug-1999,09,172.0,-,
Paraparaumu Aero,Sep-1999,00,61.2,-,
Paraparaumu Aero,Sep-1999,02,11.7,-,
Paraparaumu Aero,Sep-1999,09,165.3,-,
Paraparaumu Aero,Oct-1999,00,57.0,-,
Paraparaumu Aero,Oct-1999,02,13.6,-,
Paraparaumu Aero,Oct-1999,09,158.9,-,
Paraparaumu Aero,Nov-1999,00,105.6,-,
Paraparaumu Aero,Nov-1999,02,15.3,-,
Paraparaumu Aero,Nov-1999,09,151.1,-,
Paraparaumu Aero,Dec-1999,00,83.4,-,
Paraparaumu Aero,Dec-1999,02,15.2,-,
Paraparaumu Aero,Dec-1999,09,225.7,-,
Paraparaumu Aero,Jan-2000,00,103.3,-,
Paraparaumu Aero,Jan-2000,02,16.8,-,
Paraparaumu Aero,Jan-2000,09,237.7,-,
Paraparaumu Aero,Feb-2000,00,19.4,-,
Paraparaumu Aero,Feb-2000,02,17.5,-,
Paraparaumu Aero,Feb-2000,09,209.7,-,
Paraparaumu Aero,Mar-2000,00,37.8,-,
Paraparaumu Aero,Mar-2000,02,15.2,-,
Paraparaumu Aero,Mar-2000,09,202.8,-,
Paraparaumu Aero,Apr-2000,00,111.6,-,
Paraparaumu Aero,Apr-2000,02,14.7,-,
Paraparaumu Aero,Apr-2000,09,118.9,-,
Paraparaumu Aero,May-2000,00,109.0,-,
Paraparaumu Aero,May-2000,02,12.4,-,
Paraparaumu Aero,May-2000,09,137.0,-,
Paraparaumu Aero,Jun-2000,00,119.4,-,
Paraparaumu Aero,Jun-2000,02,10.5,-,
Paraparaumu Aero,Jun-2000,09,68.2,-,
Paraparaumu Aero,Jul-2000,00,26.2,-,
Paraparaumu Aero,Jul-2000,02,9.2,-,
Paraparaumu Aero,Jul-2000,09,167.7,-,
Paraparaumu Aero,Aug-2000,00,46.1,-,
Paraparaumu Aero,Aug-2000,02,9.2,-,
Paraparaumu Aero,Aug-2000,09,162.1,-,
Paraparaumu Aero,Sep-2000,00,97.1,-,
Paraparaumu Aero,Sep-2000,02,11.1,-,
Paraparaumu Aero,Sep-2000,09,129.5,-,
Paraparaumu Aero,Oct-2000,00,103.8,-,
Paraparaumu Aero,Oct-2000,02,12.6,-,
Paraparaumu Aero,Oct-2000,09,180.4,-,
Paraparaumu Aero,Nov-2000,00,23.8,-,
Paraparaumu Aero,Nov-2000,02,12.2,-,
Paraparaumu Aero,Nov-2000,09,233.9,-,
Paraparaumu Aero,Dec-2000,00,53.0,-,
Paraparaumu Aero,Dec-2000,02,17.0,-,
Paraparaumu Aero,Dec-2000,09,215.9,-,
Paraparaumu Aero,Jan-2001,00,23.2,-,
Paraparaumu Aero,Jan-2001,02,16.8,-,
Paraparaumu Aero,Jan-2001,09,260.9,-,
Paraparaumu Aero,Feb-2001,00,19.9,-,
Paraparaumu Aero,Feb-2001,02,18.2,-,
Paraparaumu Aero,Feb-2001,09,216.9,-,
Paraparaumu Aero,Mar-2001,00,67.9,-,
Paraparaumu Aero,Mar-2001,02,15.3,-,
Paraparaumu Aero,Mar-2001,09,207.1,-,
Paraparaumu Aero,Apr-2001,00,34.8,-,
Paraparaumu Aero,Apr-2001,02,13.2,-,
Paraparaumu Aero,Apr-2001,09,168.3,-,
Paraparaumu Aero,May-2001,00,75.6,-,
Paraparaumu Aero,May-2001,02,12.5,-,
Paraparaumu Aero,May-2001,09,133.5,-,
Paraparaumu Aero,Jun-2001,00,88.4,-,
Paraparaumu Aero,Jun-2001,02,10.3,-,
Paraparaumu Aero,Jun-2001,09,88.5,-,
Paraparaumu Aero,Jul-2001,00,105.8,-,
Paraparaumu Aero,Jul-2001,02,6.8,-,
Paraparaumu Aero,Jul-2001,09,167.1,-,
Paraparaumu Aero,Aug-2001,00,158.0,-,
Paraparaumu Aero,Aug-2001,02,10.3,-,
Paraparaumu Aero,Aug-2001,09,128.9,-,
Paraparaumu Aero,Sep-2001,00,16.1,-,
Paraparaumu Aero,Sep-2001,02,11.3,-,
Paraparaumu Aero,Sep-2001,09,199.0,-,
Paraparaumu Aero,Oct-2001,00,160.2,-,
Paraparaumu Aero,Oct-2001,02,13.8,-,
Paraparaumu Aero,Oct-2001,09,131.1,-,
Paraparaumu Aero,Nov-2001,00,167.8,-,
Paraparaumu Aero,Nov-2001,02,14.7,-,
Paraparaumu Aero,Nov-2001,09,172.7,-,
Paraparaumu Aero,Dec-2001,00,126.4,-,
Paraparaumu Aero,Dec-2001,02,17.2,-,
Paraparaumu Aero,Dec-2001,09,134.6,-,
Paraparaumu Aero,Jan-2002,00,65.5,-,
Paraparaumu Aero,Jan-2002,02,17.3,-,
Paraparaumu Aero,Jan-2002,09,237.8,-,
Paraparaumu Aero,Feb-2002,00,91.5,-,
Paraparaumu Aero,Feb-2002,02,15.9,-,
Paraparaumu Aero,Feb-2002,09,214.7,-,
Paraparaumu Aero,Mar-2002,00,79.8,-,
Paraparaumu Aero,Mar-2002,02,16.3,-,
Paraparaumu Aero,Mar-2002,09,207.1,-,
Paraparaumu Aero,Apr-2002,00,32.5,-,
Paraparaumu Aero,Apr-2002,02,12.8,-,
Paraparaumu Aero,Apr-2002,09,147.4,-,
Paraparaumu Aero,May-2002,00,54.1,-,
Paraparaumu Aero,May-2002,02,12.0,-,
Paraparaumu Aero,May-2002,09,144.0,-,
Paraparaumu Aero,Jun-2002,00,185.6,-,
Paraparaumu Aero,Jun-2002,02,11.4,-,
Paraparaumu Aero,Jun-2002,09,91.0,-,
Paraparaumu Aero,Jul-2002,00,127.1,-,
Paraparaumu Aero,Jul-2002,02,9.6,-,
Paraparaumu Aero,Jul-2002,09,95.7,-,
Paraparaumu Aero,Aug-2002,00,119.7,-,
Paraparaumu Aero,Aug-2002,02,9.9,-,
Paraparaumu Aero,Aug-2002,09,150.6,-,
Paraparaumu Aero,Sep-2002,00,80.5,-,
Paraparaumu Aero,Sep-2002,02,11.8,-,
Paraparaumu Aero,Sep-2002,09,140.6,-,
Paraparaumu Aero,Oct-2002,00,56.8,-,
Paraparaumu Aero,Oct-2002,02,11.8,-,
Paraparaumu Aero,Oct-2002,09,256.2,-,
Paraparaumu Aero,Nov-2002,00,47.3,-,
Paraparaumu Aero,Nov-2002,02,12.7,-,
Paraparaumu Aero,Nov-2002,09,162.5,-,
Paraparaumu Aero,Dec-2002,00,91.3,-,
Paraparaumu Aero,Dec-2002,02,15.8,-,
Paraparaumu Aero,Dec-2002,09,228.4,-,
Paraparaumu Aero,Jan-2003,00,18.8,-,
Paraparaumu Aero,Jan-2003,02,16.5,-,
Paraparaumu Aero,Jan-2003,09,269.9,-,
Paraparaumu Aero,Feb-2003,00,15.5,-,
Paraparaumu Aero,Feb-2003,02,17.2,-,
Paraparaumu Aero,Feb-2003,09,232.8,-,
Paraparaumu Aero,Mar-2003,00,30.3,-,
Paraparaumu Aero,Mar-2003,02,16.7,-,
Paraparaumu Aero,Mar-2003,09,279.6,-,
Paraparaumu Aero,Apr-2003,00,17.4,-,
Paraparaumu Aero,Apr-2003,02,13.0,-,
Paraparaumu Aero,Apr-2003,09,180.3,-,
Paraparaumu Aero,May-2003,00,109.8,-,
Paraparaumu Aero,May-2003,02,12.6,-,
Paraparaumu Aero,May-2003,09,144.4,-,
Paraparaumu Aero,Jun-2003,00,153.7,-,
Paraparaumu Aero,Jun-2003,02,12.2,-,
Paraparaumu Aero,Jun-2003,09,93.2,-,
Paraparaumu Aero,Jul-2003,00,60.5,-,
Paraparaumu Aero,Jul-2003,02,7.5,-,
Paraparaumu Aero,Jul-2003,09,160.6,-,
Paraparaumu Aero,Aug-2003,00,34.7,-,
Paraparaumu Aero,Aug-2003,02,10.0,-,
Paraparaumu Aero,Aug-2003,09,150.6,-,
Paraparaumu Aero,Sep-2003,00,143.1,-,
Paraparaumu Aero,Sep-2003,02,11.3,-,
Paraparaumu Aero,Sep-2003,09,150.2,-,
Paraparaumu Aero,Oct-2003,00,128.0,-,
Paraparaumu Aero,Oct-2003,02,12.3,-,
Paraparaumu Aero,Oct-2003,09,199.3,-,
Paraparaumu Aero,Nov-2003,00,50.1,-,
Paraparaumu Aero,Nov-2003,02,13.7,-,
Paraparaumu Aero,Nov-2003,09,204.7,-,
Paraparaumu Aero,Dec-2003,00,60.9,-,
Paraparaumu Aero,Dec-2003,02,16.2,-,
Paraparaumu Aero,Dec-2003,09,187.8,-,
Paraparaumu Aero,Jan-2004,00,98.4,-,
Paraparaumu Aero,Jan-2004,02,17.7,-,
Paraparaumu Aero,Jan-2004,09,205.6,-,
Paraparaumu Aero,Feb-2004,00,364.4,-,
Paraparaumu Aero,Feb-2004,02,16.5,-,
Paraparaumu Aero,Feb-2004,09,136.0,-,
Paraparaumu Aero,Mar-2004,00,54.2,-,
Paraparaumu Aero,Mar-2004,02,14.9,-,
Paraparaumu Aero,Mar-2004,09,206.0,-,
Paraparaumu Aero,Apr-2004,00,75.3,-,
Paraparaumu Aero,Apr-2004,02,12.1,-,
Paraparaumu Aero,Apr-2004,09,176.1,-,
Paraparaumu Aero,May-2004,00,41.3,-,
Paraparaumu Aero,May-2004,02,11.8,-,
Paraparaumu Aero,May-2004,09,153.0,-,
Paraparaumu Aero,Jun-2004,00,149.8,-,
Paraparaumu Aero,Jun-2004,02,10.8,-,
Paraparaumu Aero,Jun-2004,09,91.4,-,
Paraparaumu Aero,Jul-2004,00,86.9,-,
Paraparaumu Aero,Jul-2004,02,8.3,-,
Paraparaumu Aero,Jul-2004,09,149.3,-,
Paraparaumu Aero,Aug-2004,00,119.7,-,
Paraparaumu Aero,Aug-2004,02,8.5,-,
Paraparaumu Aero,Aug-2004,09,162.5,-,
Paraparaumu Aero,Sep-2004,00,161.6,-,
Paraparaumu Aero,Sep-2004,02,10.0,-,
Paraparaumu Aero,Sep-2004,09,170.3,-,
Paraparaumu Aero,Oct-2004,00,105.1,-,
Paraparaumu Aero,Oct-2004,02,12.4,-,
Paraparaumu Aero,Oct-2004,09,125.4,-,
Paraparaumu Aero,Nov-2004,00,82.2,-,
Paraparaumu Aero,Nov-2004,02,14.4,-,
Paraparaumu Aero,Nov-2004,09,206.2,-,
Paraparaumu Aero,Dec-2004,00,106.5,-,
Paraparaumu Aero,Dec-2004,02,14.6,-,
Paraparaumu Aero,Dec-2004,09,224.1,-,
Paraparaumu Aero,Jan-2005,00,106.2,-,
Paraparaumu Aero,Jan-2005,02,16.9,-,
Paraparaumu Aero,Jan-2005,09,243.5,-,
Paraparaumu Aero,Feb-2005,00,27.1,-,
Paraparaumu Aero,Feb-2005,02,19.5,-,
Paraparaumu Aero,Feb-2005,09,233.8,-,
Paraparaumu Aero,Mar-2005,00,72.0,-,
Paraparaumu Aero,Mar-2005,02,17.1,-,
Paraparaumu Aero,Mar-2005,09,169.0,-,
Paraparaumu Aero,Apr-2005,00,25.7,-,
Paraparaumu Aero,Apr-2005,02,12.5,-,
Paraparaumu Aero,Apr-2005,09,175.6,-,
Paraparaumu Aero,May-2005,00,128.4,-,
Paraparaumu Aero,May-2005,02,12.8,-,
Paraparaumu Aero,May-2005,09,114.6,-,
Paraparaumu Aero,Jun-2005,00,49.3,-,
Paraparaumu Aero,Jun-2005,02,9.5,-,
Paraparaumu Aero,Jun-2005,09,97.7,-,
Paraparaumu Aero,Jul-2005,00,112.1,-,
Paraparaumu Aero,Jul-2005,02,10.0,-,
Paraparaumu Aero,Jul-2005,09,103.4,-,
Paraparaumu Aero,Aug-2005,00,23.1,-,
Paraparaumu Aero,Aug-2005,02,9.9,-,
Paraparaumu Aero,Aug-2005,09,188.1,-,
Paraparaumu Aero,Sep-2005,00,46.8,-,
Paraparaumu Aero,Sep-2005,02,11.4,-,
Paraparaumu Aero,Sep-2005,09,168.5,-,
Paraparaumu Aero,Oct-2005,00,74.2,-,
Paraparaumu Aero,Oct-2005,02,12.0,-,
Paraparaumu Aero,Oct-2005,09,223.2,-,
Paraparaumu Aero,Nov-2005,00,5.4,-,
Paraparaumu Aero,Nov-2005,02,14.2,-,
Paraparaumu Aero,Nov-2005,09,231.9,-,
Paraparaumu Aero,Dec-2005,00,82.3,-,
Paraparaumu Aero,Dec-2005,02,17.6,-,
Paraparaumu Aero,Dec-2005,09,211.4,-,
Paraparaumu Aero,Jan-2006,00,43.0,-,
Paraparaumu Aero,Jan-2006,02,17.4,-,
Paraparaumu Aero,Jan-2006,09,255.4,-,
Paraparaumu Aero,Feb-2006,00,99.4,-,
Paraparaumu Aero,Feb-2006,02,17.6,-,
Paraparaumu Aero,Feb-2006,09,224.2,-,
Paraparaumu Aero,Mar-2006,00,59.5,-,
Paraparaumu Aero,Mar-2006,02,14.5,-,
Paraparaumu Aero,Mar-2006,09,190.3,-,
Paraparaumu Aero,Apr-2006,00,88.9,-,
Paraparaumu Aero,Apr-2006,02,15.1,-,
Paraparaumu Aero,Apr-2006,09,160.8,-,
Paraparaumu Aero,May-2006,00,100.5,-,
Paraparaumu Aero,May-2006,02,11.3,-,
Paraparaumu Aero,May-2006,09,121.7,-,
Paraparaumu Aero,Jun-2006,00,101.9,-,
Paraparaumu Aero,Jun-2006,02,8.0,-,
Paraparaumu Aero,Jun-2006,09,152.1,-,
Paraparaumu Aero,Jul-2006,00,170.3,-,
Paraparaumu Aero,Jul-2006,02,9.4,-,
Paraparaumu Aero,Jul-2006,09,133.4,-,
Paraparaumu Aero,Aug-2006,00,158.0,-,
Paraparaumu Aero,Aug-2006,02,9.5,-,
Paraparaumu Aero,Aug-2006,09,170.9,-,
Paraparaumu Aero,Sep-2006,00,42.6,-,
Paraparaumu Aero,Sep-2006,02,12.2,-,
Paraparaumu Aero,Sep-2006,09,125.7,-,
Paraparaumu Aero,Oct-2006,00,105.4,-,
Paraparaumu Aero,Oct-2006,02,12.5,-,
Paraparaumu Aero,Oct-2006,09,155.0,-,
Paraparaumu Aero,Nov-2006,00,194.7,-,
Paraparaumu Aero,Nov-2006,02,14.3,-,
Paraparaumu Aero,Nov-2006,09,184.4,-,
Paraparaumu Aero,Dec-2006,00,49.8,-,
Paraparaumu Aero,Dec-2006,02,14.0,-,
Paraparaumu Aero,Dec-2006,09,194.6,-,
Paraparaumu Aero,Jan-2007,00,85.9,-,
Paraparaumu Aero,Jan-2007,02,17.0,-,
Paraparaumu Aero,Jan-2007,09,166.5,-,
Paraparaumu Aero,Feb-2007,00,14.0,-,
Paraparaumu Aero,Feb-2007,02,16.8,-,
Paraparaumu Aero,Feb-2007,09,250.5,-,
Paraparaumu Aero,Mar-2007,00,45.3,-,
Paraparaumu Aero,Mar-2007,02,17.1,-,
Paraparaumu Aero,Mar-2007,09,223.4,-,
Paraparaumu Aero,Apr-2007,00,30.6,-,
Paraparaumu Aero,Apr-2007,02,13.1,-,
Paraparaumu Aero,Apr-2007,09,182.9,-,
Paraparaumu Aero,May-2007,00,32.7,-,
Paraparaumu Aero,May-2007,02,13.4,-,
Paraparaumu Aero,May-2007,09,154.4,-,
Paraparaumu Aero,Jun-2007,00,77.1,-,
Paraparaumu Aero,Jun-2007,02,9.6,-,
Paraparaumu Aero,Jun-2007,09,124.1,-,
Paraparaumu Aero,Jul-2007,00,93.5,-,
Paraparaumu Aero,Jul-2007,02,9.8,-,
Paraparaumu Aero,Jul-2007,09,112.0,-,
Paraparaumu Aero,Aug-2007,00,79.2,-,
Paraparaumu Aero,Aug-2007,02,10.2,-,
Paraparaumu Aero,Aug-2007,09,157.9,-,
Paraparaumu Aero,Sep-2007,00,43.9,-,
Paraparaumu Aero,Sep-2007,02,11.6,-,
Paraparaumu Aero,Sep-2007,09,178.4,-,
Paraparaumu Aero,Oct-2007,00,153.4,-,
Paraparaumu Aero,Oct-2007,02,12.4,-,
Paraparaumu Aero,Oct-2007,09,202.3,-,
Paraparaumu Aero,Nov-2007,00,40.8,-,
Paraparaumu Aero,Nov-2007,02,13.7,-,
Paraparaumu Aero,Nov-2007,09,253.3,-,
Paraparaumu Aero,Dec-2007,00,41.7,-,
Paraparaumu Aero,Dec-2007,02,16.7,-,
Paraparaumu Aero,Dec-2007,09,207.2,-,
Paraparaumu Aero,Jan-2008,00,72.8,-,
Paraparaumu Aero,Jan-2008,02,18.4,-,
Paraparaumu Aero,Jan-2008,09,262.4,-,
Paraparaumu Aero,Feb-2008,00,17.1,-,
Paraparaumu Aero,Feb-2008,02,18.3,-,
Paraparaumu Aero,Feb-2008,09,236.0,-,
Paraparaumu Aero,Mar-2008,00,117.2,-,
Paraparaumu Aero,Mar-2008,02,17.0,-,
Paraparaumu Aero,Mar-2008,09,189.5,-,
Paraparaumu Aero,Apr-2008,00,160.4,-,
Paraparaumu Aero,Apr-2008,02,14.5,-,
Paraparaumu Aero,Apr-2008,09,164.6,-,
Paraparaumu Aero,May-2008,00,11.7,-,
Paraparaumu Aero,May-2008,02,10.3,-,
Paraparaumu Aero,May-2008,09,168.2,-,
Paraparaumu Aero,Jun-2008,00,115.0,-,
Paraparaumu Aero,Jun-2008,02,10.3,-,
Paraparaumu Aero,Jun-2008,09,104.1,-,
Paraparaumu Aero,Jul-2008,00,209.8,-,
Paraparaumu Aero,Jul-2008,02,9.6,-,
Paraparaumu Aero,Jul-2008,09,95.3,-,
Paraparaumu Aero,Aug-2008,00,158.8,-,
Paraparaumu Aero,Aug-2008,02,9.8,-,
Paraparaumu Aero,Aug-2008,09,162.3,-,
Paraparaumu Aero,Sep-2008,00,43.9,-,
Paraparaumu Aero,Sep-2008,02,11.8,-,
Paraparaumu Aero,Sep-2008,09,134.1,-,
